alert_count,machine_entity_count,machine_entity_ratio,device_context_count,device_context_ratio,vm_resource_count,dominant_category_code,max_suspicion_score,max_verdict_score,max_severity_score,unique_entity_types,has_process_entity,has_file_entity,has_machine_entity
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
34,34,1.0,34,1.0,0,4,1,1,1,7,1,0,1
19,19,1.0,19,1.0,0,1,0,2,2,8,0,1,1
30,30,1.0,30,1.0,0,5,0,0,0,5,0,1,0
7,7,1.0,7,1.0,0,4,1,1,1,4,1,0,1
6,6,1.0,6,1.0,0,2,0,0,0,2,0,0,0
86,86,1.0,86,1.0,0,1,1,2,2,11,1,1,1
3,3,1.0,3,1.0,0,2,0,0,0,3,0,0,0
526,526,1.0,526,1.0,0,6,0,2,2,9,0,0,1
12,12,1.0,12,1.0,0,1,0,0,0,4,0,0,0
15,15,1.0,15,1.0,0,3,1,1,1,5,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
94,94,1.0,94,1.0,0,3,1,1,1,5,1,0,1
15,15,1.0,15,1.0,0,1,1,2,2,7,0,1,1
54,54,1.0,54,1.0,0,2,0,0,0,2,0,0,0
28,28,1.0,28,1.0,0,3,1,1,1,5,1,0,1
10,10,1.0,10,1.0,0,1,0,0,0,7,0,0,0
152,152,1.0,152,1.0,0,4,0,0,0,6,0,1,0
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
180,180,1.0,180,1.0,0,2,0,0,0,4,0,1,0
13,13,1.0,13,1.0,0,5,1,1,1,6,1,1,1
15,15,1.0,15,1.0,0,3,0,0,0,3,0,0,0
11,11,1.0,11,1.0,0,4,1,1,1,6,1,0,1
45,45,1.0,45,1.0,0,1,1,2,2,13,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
16,16,1.0,16,1.0,0,2,0,0,0,6,0,1,1
37,37,1.0,37,1.0,0,2,0,0,0,3,0,1,0
4,4,1.0,4,1.0,0,3,0,0,0,4,1,1,1
17,17,1.0,17,1.0,0,1,0,2,2,7,0,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
13,13,1.0,13,1.0,0,1,0,0,0,7,0,0,0
14,14,1.0,14,1.0,0,1,0,2,2,6,0,1,0
29,29,1.0,29,1.0,0,1,0,2,2,5,0,0,0
280,280,1.0,280,1.0,0,1,1,2,2,11,1,1,1
25,25,1.0,25,1.0,0,5,0,0,0,4,1,1,1
39,39,1.0,39,1.0,0,1,0,2,2,6,0,1,0
7,7,1.0,7,1.0,0,2,0,0,0,3,0,1,0
234,234,1.0,234,1.0,0,4,1,2,2,8,1,0,1
11,11,1.0,11,1.0,0,1,0,2,2,6,0,1,0
71,71,1.0,71,1.0,0,1,1,2,2,10,1,0,1
7,7,1.0,7,1.0,0,1,0,0,0,5,0,0,0
15,15,1.0,15,1.0,0,3,1,1,1,6,1,0,1
8,8,1.0,8,1.0,0,1,0,0,0,5,0,0,0
106,106,1.0,106,1.0,0,8,1,1,1,7,1,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
8,8,1.0,8,1.0,0,3,0,0,0,3,0,0,0
12,12,1.0,12,1.0,0,2,1,2,2,4,0,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
40,40,1.0,40,1.0,0,1,1,2,2,11,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
10,10,1.0,10,1.0,0,8,1,2,2,2,0,1,1
66,66,1.0,66,1.0,0,1,0,2,2,5,0,0,0
20,20,1.0,20,1.0,0,1,1,2,2,8,1,0,1
24,24,1.0,24,1.0,0,2,0,0,0,2,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
55,55,1.0,55,1.0,0,2,0,0,0,3,0,1,0
20,20,1.0,20,1.0,0,2,0,0,0,3,0,1,0
32,32,1.0,32,1.0,0,14,1,2,2,2,0,1,1
390,390,1.0,390,1.0,0,6,0,0,0,6,0,0,0
21,21,1.0,21,1.0,0,1,0,0,0,7,0,0,0
9,9,1.0,9,1.0,0,2,0,0,0,5,0,1,1
10,10,1.0,10,1.0,0,15,0,0,0,5,0,0,0
4,4,1.0,4,1.0,0,8,1,2,2,4,0,1,1
77,77,1.0,77,1.0,0,1,0,2,2,9,0,1,0
4,4,1.0,4,1.0,0,7,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,8,1,2,2,2,0,1,1
35,35,1.0,35,1.0,0,2,1,1,1,8,1,1,1
132,132,1.0,132,1.0,0,5,0,1,1,8,1,1,1
277,277,1.0,277,1.0,0,7,0,0,0,4,0,0,0
69,69,1.0,69,1.0,0,1,1,2,2,10,1,1,1
24,24,1.0,24,1.0,0,3,1,1,1,5,1,0,1
121,121,1.0,121,1.0,0,1,1,2,2,13,1,1,1
4,4,1.0,4,1.0,0,3,0,0,0,4,1,1,1
11,11,1.0,11,1.0,0,2,0,0,0,6,0,1,1
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
42,42,1.0,42,1.0,0,1,1,2,2,11,0,1,1
70,70,1.0,70,1.0,0,1,0,2,2,6,0,1,0
12,12,1.0,12,1.0,0,2,0,0,0,3,0,0,0
233,233,1.0,233,1.0,0,6,0,0,0,5,0,1,1
17,17,1.0,17,1.0,0,1,0,2,2,8,0,1,0
45,45,1.0,45,1.0,0,3,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
9,9,1.0,9,1.0,0,4,1,1,1,4,1,0,1
523,523,1.0,523,1.0,0,6,0,2,2,5,0,0,0
120,120,1.0,120,1.0,0,2,0,0,0,3,0,1,0
27,27,1.0,27,1.0,0,3,1,1,1,9,1,1,1
9,9,1.0,9,1.0,0,2,0,0,0,3,0,1,0
16,16,1.0,16,1.0,0,2,0,0,0,3,0,1,0
10,10,1.0,10,1.0,0,4,1,1,1,5,1,0,1
165,165,1.0,165,1.0,0,3,0,0,0,7,0,0,0
12,12,1.0,12,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,3,1,1,1,4,1,1,1
25,25,1.0,25,1.0,0,1,1,2,2,8,0,1,1
53,53,1.0,53,1.0,0,3,0,2,2,9,1,0,1
135,135,1.0,135,1.0,0,4,1,2,2,9,1,1,1
20,20,1.0,20,1.0,0,2,0,0,0,4,0,1,0
19,19,1.0,19,1.0,0,1,1,1,1,7,1,0,1
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
13,13,1.0,13,1.0,0,3,0,0,0,9,1,0,1
567,567,1.0,567,1.0,0,1,1,2,2,12,1,0,1
9,9,1.0,9,1.0,0,1,0,0,0,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
27,27,1.0,27,1.0,0,1,0,0,0,4,0,0,0
11,11,1.0,11,1.0,0,3,1,2,2,6,1,1,1
71,71,1.0,71,1.0,0,1,0,2,2,5,0,0,0
13,13,1.0,13,1.0,0,1,0,1,1,7,0,0,0
34,34,1.0,34,1.0,0,1,1,2,2,10,1,1,1
67,67,1.0,67,1.0,0,2,0,0,0,5,0,1,1
10,10,1.0,10,1.0,0,2,0,0,0,3,0,1,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,0,1
29,29,1.0,29,1.0,0,2,0,0,0,5,0,1,1
256,256,1.0,256,1.0,0,7,0,2,2,11,0,1,1
18,18,1.0,18,1.0,0,4,1,1,1,8,1,0,1
11,11,1.0,11,1.0,0,5,0,0,0,8,1,1,1
12,12,1.0,12,1.0,0,9,0,0,0,5,0,0,1
43,43,1.0,43,1.0,0,1,0,0,0,8,0,1,1
15,15,1.0,15,1.0,0,1,1,2,2,8,1,1,1
145,145,1.0,145,1.0,0,2,0,0,0,4,0,1,1
104,104,1.0,104,1.0,0,2,0,0,0,6,0,1,0
12,12,1.0,12,1.0,0,2,0,0,0,3,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
13,13,1.0,13,1.0,0,3,1,2,2,4,1,1,1
32,32,1.0,32,1.0,0,1,1,1,1,10,1,1,1
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
7,7,1.0,7,1.0,0,1,0,0,0,6,0,1,0
86,86,1.0,86,1.0,0,2,0,0,0,6,0,1,0
58,58,1.0,58,1.0,0,1,0,2,2,12,1,1,1
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
13,13,1.0,13,1.0,0,1,0,2,2,8,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
9,9,1.0,9,1.0,0,1,0,0,0,5,0,0,0
40,40,1.0,40,1.0,0,3,1,1,1,5,1,0,1
91,91,1.0,91,1.0,0,2,0,0,0,8,0,1,1
11,11,1.0,11,1.0,0,1,0,2,2,6,0,1,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
59,59,1.0,59,1.0,0,7,0,0,0,1,0,0,0
26,26,1.0,26,1.0,0,2,0,0,0,6,0,1,1
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
335,335,1.0,335,1.0,0,1,0,2,2,10,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,3,0,0,0
30,30,1.0,30,1.0,0,1,0,2,2,9,0,0,0
42,42,1.0,42,1.0,0,1,0,2,2,6,0,1,0
90,90,1.0,90,1.0,0,2,0,0,0,4,0,1,0
12,12,1.0,12,1.0,0,3,0,0,0,3,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
32,32,1.0,32,1.0,0,1,0,2,2,9,0,1,1
33,33,1.0,33,1.0,0,1,1,2,2,10,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
11,11,1.0,11,1.0,0,3,1,1,1,5,1,0,1
24,24,1.0,24,1.0,0,4,0,0,0,8,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
45,45,1.0,45,1.0,0,5,0,0,0,3,0,1,0
12,12,1.0,12,1.0,0,2,0,0,0,5,0,1,1
13,13,1.0,13,1.0,0,1,0,2,2,6,0,1,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
31,31,1.0,31,1.0,0,2,0,0,0,3,0,1,0
24,24,1.0,24,1.0,0,1,1,2,2,10,1,0,1
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
19,19,1.0,19,1.0,0,1,0,1,1,8,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
9,9,1.0,9,1.0,0,1,0,2,2,6,0,1,0
14,14,1.0,14,1.0,0,1,1,1,1,9,1,1,1
151,151,1.0,151,1.0,0,6,0,0,0,8,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
33,33,1.0,33,1.0,0,1,1,2,2,8,1,0,1
56,56,1.0,56,1.0,0,2,0,0,0,6,0,1,0
144,144,1.0,144,1.0,0,2,0,0,0,4,0,1,0
133,133,1.0,133,1.0,0,1,0,2,2,5,0,0,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
603,603,1.0,603,1.0,0,1,0,0,0,4,0,0,0
34,34,1.0,34,1.0,0,1,1,2,2,10,1,0,1
8,8,1.0,8,1.0,0,4,1,1,1,6,1,0,1
39,39,1.0,39,1.0,0,3,1,1,1,9,1,0,1
661,661,1.0,661,1.0,0,1,1,2,2,8,1,0,1
16,16,1.0,16,1.0,0,1,0,2,2,7,0,1,0
55,55,1.0,55,1.0,0,6,0,2,2,9,1,1,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
30,30,1.0,30,1.0,0,1,1,1,1,8,1,0,1
8,8,1.0,8,1.0,0,1,0,0,0,3,0,0,0
7,7,1.0,7,1.0,0,1,0,0,0,6,0,0,0
297,297,1.0,297,1.0,0,6,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
15,15,1.0,15,1.0,0,4,1,1,1,4,1,0,1
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
10,10,1.0,10,1.0,0,3,1,1,1,5,1,0,1
165,165,1.0,165,1.0,0,2,0,0,0,8,0,1,0
31,31,1.0,31,1.0,0,1,1,2,2,7,1,0,1
84,84,1.0,84,1.0,0,6,0,0,0,1,0,0,0
11,11,1.0,11,1.0,0,1,0,2,2,5,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
249,249,1.0,249,1.0,0,1,0,2,2,5,0,1,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
12,12,1.0,12,1.0,0,1,0,2,2,5,0,1,0
28,28,1.0,28,1.0,0,1,0,2,2,5,0,0,0
86,86,1.0,86,1.0,0,2,0,0,0,4,0,1,0
141,141,1.0,141,1.0,0,4,0,0,0,4,0,0,0
39,39,1.0,39,1.0,0,15,1,2,2,8,0,1,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
56,56,1.0,56,1.0,0,1,1,2,2,9,1,1,1
144,144,1.0,144,1.0,0,6,0,0,0,5,0,1,1
162,162,1.0,162,1.0,0,5,1,1,1,7,1,1,1
354,354,1.0,354,1.0,0,1,0,0,0,4,0,0,0
2,2,1.0,2,1.0,0,2,0,0,0,2,0,0,0
63,63,1.0,63,1.0,0,1,0,2,2,7,0,1,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
24,24,1.0,24,1.0,0,1,0,2,2,8,0,0,0
24,24,1.0,24,1.0,0,2,0,0,0,4,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,4,0,0,0,2,0,0,0
5,5,1.0,5,1.0,0,2,0,0,0,5,0,1,1
285,285,1.0,285,1.0,0,2,0,0,0,4,0,1,0
9,9,1.0,9,1.0,0,2,0,0,0,4,0,1,1
70,70,1.0,70,1.0,0,11,2,2,2,9,1,1,1
38,38,1.0,38,1.0,0,3,1,1,1,5,1,0,1
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
19,19,1.0,19,1.0,0,1,0,2,2,7,0,1,0
180,180,1.0,180,1.0,0,1,0,2,2,5,0,0,0
24,24,1.0,24,1.0,0,1,0,2,2,7,0,1,0
47,47,1.0,47,1.0,0,1,0,2,2,8,0,1,1
36,36,1.0,36,1.0,0,3,1,1,1,6,1,1,1
12,12,1.0,12,1.0,0,5,0,0,0,2,0,1,0
13,13,1.0,13,1.0,0,1,0,0,0,4,0,0,0
3,3,1.0,3,1.0,0,2,0,0,0,3,0,1,0
20,20,1.0,20,1.0,0,2,0,0,0,5,0,0,0
10,10,1.0,10,1.0,0,2,0,0,0,6,0,1,0
29,29,1.0,29,1.0,0,1,0,0,0,3,0,0,0
11,11,1.0,11,1.0,0,6,0,0,0,4,0,0,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
13,13,1.0,13,1.0,0,6,1,2,2,9,0,1,1
17,17,1.0,17,1.0,0,1,1,2,2,8,1,0,1
9398,9398,1.0,9398,1.0,0,1,0,2,2,5,0,0,0
106,106,1.0,106,1.0,0,3,1,1,1,5,1,0,1
103,103,1.0,103,1.0,0,8,1,2,2,6,0,1,1
31,31,1.0,31,1.0,0,1,0,2,2,8,0,1,0
103,103,1.0,103,1.0,0,1,0,2,2,7,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
6,6,1.0,6,1.0,0,9,0,0,0,5,0,0,1
32,32,1.0,32,1.0,0,1,1,1,1,11,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
39,39,1.0,39,1.0,0,1,0,2,2,9,0,1,1
267,267,1.0,267,1.0,0,2,0,0,0,4,0,1,0
38,38,1.0,38,1.0,0,4,1,1,1,6,1,0,1
8,8,1.0,8,1.0,0,8,1,2,2,3,0,1,1
6,6,1.0,6,1.0,0,1,0,0,0,3,0,0,0
24,24,1.0,24,1.0,0,1,0,2,2,5,0,1,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
14,14,1.0,14,1.0,0,1,0,0,0,6,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
37,37,1.0,37,1.0,0,2,0,0,0,3,0,1,0
6,6,1.0,6,1.0,0,4,1,1,1,4,1,0,1
13,13,1.0,13,1.0,0,1,1,2,2,9,1,1,1
35,35,1.0,35,1.0,0,3,1,1,1,8,0,1,1
6,6,1.0,6,1.0,0,3,0,0,0,3,0,0,0
170,170,1.0,170,1.0,0,1,0,2,2,6,0,1,0
8,8,1.0,8,1.0,0,1,0,0,0,4,0,0,0
19,19,1.0,19,1.0,0,2,0,0,0,6,0,1,1
10,10,1.0,10,1.0,0,11,0,0,0,5,1,0,1
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
10,10,1.0,10,1.0,0,3,1,1,1,6,1,0,1
48,48,1.0,48,1.0,0,1,1,2,2,11,1,1,1
26,26,1.0,26,1.0,0,1,0,0,0,5,0,0,0
58,58,1.0,58,1.0,0,1,1,2,2,7,0,1,1
6439,6439,1.0,6439,1.0,0,1,1,1,1,11,1,0,1
33,33,1.0,33,1.0,0,2,0,0,0,6,0,1,0
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
35,35,1.0,35,1.0,0,1,0,2,2,9,0,1,0
26,26,1.0,26,1.0,0,3,1,1,1,5,1,0,1
11,11,1.0,11,1.0,0,1,0,2,2,5,0,1,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
14,14,1.0,14,1.0,0,1,0,1,1,7,0,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
47,47,1.0,47,1.0,0,3,0,0,0,8,0,0,0
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
6,6,1.0,6,1.0,0,1,0,0,0,3,0,0,0
340,340,1.0,340,1.0,0,1,0,2,2,11,0,1,1
18,18,1.0,18,1.0,0,7,0,0,0,2,0,0,1
50,50,1.0,50,1.0,0,4,0,0,0,7,0,1,0
11,11,1.0,11,1.0,0,1,0,2,2,5,0,1,0
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
12,12,1.0,12,1.0,0,4,1,1,1,8,1,0,1
13,13,1.0,13,1.0,0,1,1,1,1,7,1,0,1
30,30,1.0,30,1.0,0,1,0,2,2,7,0,1,0
17,17,1.0,17,1.0,0,1,0,2,2,7,1,1,1
85,85,1.0,85,1.0,0,3,1,1,1,5,1,0,1
70,70,1.0,70,1.0,0,1,0,0,0,3,0,0,0
138,138,1.0,138,1.0,0,1,0,2,2,5,0,0,0
84,84,1.0,84,1.0,0,2,0,0,0,2,0,0,0
17,17,1.0,17,1.0,0,1,1,1,1,4,0,0,1
4651,4651,1.0,4651,1.0,0,1,0,0,0,4,0,0,0
20,20,1.0,20,1.0,0,1,0,2,2,8,0,1,1
17,17,1.0,17,1.0,0,1,0,2,2,5,0,0,0
40,40,1.0,40,1.0,0,2,0,0,0,6,1,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
4,4,1.0,4,1.0,0,2,0,0,0,3,0,1,0
17,17,1.0,17,1.0,0,4,1,1,1,6,1,1,1
348,348,1.0,348,1.0,0,6,0,0,0,5,0,0,1
21,21,1.0,21,1.0,0,1,0,2,2,5,0,0,0
44,44,1.0,44,1.0,0,1,0,2,2,5,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
19,19,1.0,19,1.0,0,1,0,0,0,5,0,0,0
32,32,1.0,32,1.0,0,1,0,2,2,7,1,0,1
13,13,1.0,13,1.0,0,3,1,1,1,5,1,0,1
128,128,1.0,128,1.0,0,2,0,0,0,4,0,1,0
34,34,1.0,34,1.0,0,7,0,1,1,7,0,0,0
13,13,1.0,13,1.0,0,3,1,1,1,6,1,1,1
41,41,1.0,41,1.0,0,1,1,2,2,12,1,1,1
15,15,1.0,15,1.0,0,3,1,1,1,5,1,0,1
27,27,1.0,27,1.0,0,1,1,2,2,9,1,0,1
13,13,1.0,13,1.0,0,4,1,1,1,6,1,0,1
36,36,1.0,36,1.0,0,1,0,2,2,9,1,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
59,59,1.0,59,1.0,0,1,0,2,2,6,0,0,0
10,10,1.0,10,1.0,0,2,0,0,0,4,0,1,1
19,19,1.0,19,1.0,0,3,1,1,1,5,1,0,1
14,14,1.0,14,1.0,1,1,1,1,1,7,1,0,1
91,91,1.0,91,1.0,0,1,1,2,2,13,1,1,1
43,43,1.0,43,1.0,0,1,1,2,2,13,1,0,1
14,14,1.0,14,1.0,0,4,1,1,1,5,1,0,1
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
11,11,1.0,11,1.0,0,5,0,0,0,8,0,1,1
17,17,1.0,17,1.0,0,3,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
15,15,1.0,15,1.0,0,3,1,1,1,9,1,0,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
13,13,1.0,13,1.0,0,5,0,0,0,7,0,1,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
14,14,1.0,14,1.0,0,2,0,0,0,2,0,0,0
25,25,1.0,25,1.0,0,1,0,2,2,6,0,1,0
32,32,1.0,32,1.0,0,1,1,1,1,13,1,1,1
59,59,1.0,59,1.0,0,4,1,1,1,10,1,1,1
23,23,1.0,23,1.0,0,1,0,2,2,9,0,1,0
60,60,1.0,60,1.0,0,1,0,2,2,7,0,1,0
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
24,24,1.0,24,1.0,0,1,1,2,2,10,1,0,1
24,24,1.0,24,1.0,0,1,0,2,2,6,0,1,0
45,45,1.0,45,1.0,0,1,1,2,2,7,0,1,1
4,4,1.0,4,1.0,0,8,1,2,2,2,0,1,1
14,14,1.0,14,1.0,0,3,0,0,0,5,0,0,1
20,20,1.0,20,1.0,0,9,0,0,0,3,0,0,1
610,610,1.0,610,1.0,0,1,0,2,2,6,0,0,0
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
133,133,1.0,133,1.0,0,1,1,2,2,13,1,1,1
17,17,1.0,17,1.0,0,2,0,0,0,4,0,1,1
508,508,1.0,508,1.0,0,9,0,0,0,5,0,0,1
20,20,1.0,20,1.0,0,1,1,2,2,11,1,1,1
5,5,1.0,5,1.0,0,4,1,1,1,4,1,0,1
15,15,1.0,15,1.0,0,2,0,0,0,3,0,1,0
10,10,1.0,10,1.0,0,4,1,1,1,4,1,0,1
3,3,1.0,3,1.0,0,5,0,0,0,3,0,1,0
410,410,1.0,410,1.0,0,6,1,1,1,5,0,0,1
10,10,1.0,10,1.0,0,1,0,2,2,5,0,1,0
80,80,1.0,80,1.0,0,1,1,2,2,8,1,1,1
5,5,1.0,5,1.0,0,2,0,0,0,4,0,1,1
14,14,1.0,14,1.0,0,1,0,0,0,3,0,0,0
25,25,1.0,25,1.0,0,1,0,2,2,5,0,0,0
428,428,1.0,428,1.0,0,6,1,2,2,8,0,1,1
20,20,1.0,20,1.0,0,1,1,2,2,9,1,0,1
63,63,1.0,63,1.0,0,1,0,2,2,8,0,1,0
5,5,1.0,5,1.0,0,9,0,0,0,4,0,0,1
6,6,1.0,6,1.0,0,2,0,0,0,4,0,1,0
500,500,1.0,500,1.0,0,6,0,0,0,1,0,0,0
5,5,1.0,5,1.0,0,1,0,0,0,4,0,0,1
8,8,1.0,8,1.0,0,3,1,1,1,7,1,1,1
30,30,1.0,30,1.0,0,5,1,1,1,8,1,1,1
355,355,1.0,355,1.0,0,1,0,2,2,7,0,0,0
20,20,1.0,20,1.0,0,4,1,1,1,4,1,0,1
56,56,1.0,56,1.0,0,2,0,0,0,3,0,1,0
4,4,1.0,4,1.0,0,2,0,0,0,4,0,1,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
6,6,1.0,6,1.0,0,3,1,1,1,5,1,0,1
150,150,1.0,150,1.0,0,1,1,2,2,13,1,0,1
406,406,1.0,406,1.0,0,1,0,2,2,5,0,0,0
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
11,11,1.0,11,1.0,0,15,1,1,1,5,1,0,1
9909,9909,1.0,9909,1.0,0,1,0,0,0,4,0,0,0
75,75,1.0,75,1.0,0,1,1,2,2,9,1,1,1
50,50,1.0,50,1.0,0,1,1,2,2,7,1,0,1
117,117,1.0,117,1.0,0,10,1,2,2,6,1,1,1
45,45,1.0,45,1.0,0,15,0,0,0,8,0,1,1
43,43,1.0,43,1.0,0,1,0,2,2,10,0,1,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
113,113,1.0,113,1.0,0,3,1,1,1,6,1,1,1
43,43,1.0,43,1.0,0,7,1,1,1,5,1,1,1
28,28,1.0,28,1.0,0,7,1,1,1,9,1,0,1
65,65,1.0,65,1.0,0,2,0,0,0,6,0,1,0
24,24,1.0,24,1.0,0,1,0,0,0,7,0,1,0
42,42,1.0,42,1.0,0,2,0,0,0,3,0,0,0
128,128,1.0,128,1.0,1,6,0,2,2,10,0,1,1
19,19,1.0,19,1.0,0,1,0,0,0,9,0,1,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
15,15,1.0,15,1.0,0,2,0,0,0,6,0,1,1
20,20,1.0,20,1.0,0,1,0,2,2,7,0,1,0
117,117,1.0,117,1.0,0,4,1,1,1,8,1,1,1
4,4,1.0,4,1.0,0,9,1,1,1,2,1,0,1
41,41,1.0,41,1.0,0,2,1,1,1,11,1,1,1
42,42,1.0,42,1.0,0,1,0,2,2,7,0,0,0
6,6,1.0,6,1.0,0,1,0,0,0,5,0,0,0
7,7,1.0,7,1.0,0,1,0,0,0,6,0,0,0
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
6,6,1.0,6,1.0,0,1,0,0,0,3,0,0,0
13,13,1.0,13,1.0,0,2,0,0,0,6,0,1,0
17,17,1.0,17,1.0,0,4,1,1,1,5,1,0,1
4,4,1.0,4,1.0,0,1,0,0,0,4,0,0,0
165,165,1.0,165,1.0,0,6,0,0,0,7,0,1,1
3,3,1.0,3,1.0,0,1,0,0,0,3,0,0,0
12,12,1.0,12,1.0,0,1,0,0,0,5,0,0,1
35,35,1.0,35,1.0,0,1,0,0,0,10,1,0,1
11,11,1.0,11,1.0,0,2,0,0,0,2,0,0,0
252,252,1.0,252,1.0,0,1,0,0,0,7,0,1,0
6,6,1.0,6,1.0,0,1,0,0,0,5,0,0,0
64,64,1.0,64,1.0,0,1,0,0,0,6,0,1,0
64,64,1.0,64,1.0,0,4,1,1,1,7,1,0,1
18,18,1.0,18,1.0,0,1,0,2,2,6,0,1,0
36,36,1.0,36,1.0,0,5,0,0,0,8,1,1,1
23,23,1.0,23,1.0,0,1,0,0,0,7,0,0,0
25,25,1.0,25,1.0,0,4,1,1,1,7,1,0,1
3,3,1.0,3,1.0,0,3,0,0,0,3,0,0,0
14,14,1.0,14,1.0,0,2,0,0,0,3,0,1,0
21,21,1.0,21,1.0,0,1,0,2,2,5,0,0,0
11,11,1.0,11,1.0,0,1,0,2,2,5,0,1,0
40,40,1.0,40,1.0,0,4,1,1,1,4,1,0,1
